id_transaccion,id_cliente,fecha_compra,producto,categoria_producto,precio_unitario,cantidad,importe_total,metodo_pago,coste_envio,coste_fabricacion
13218,4475,2023-10-03,Huawei Watch GT 4,Relojes inteligentes,594.0,2,1188.0,tarjeta,8.02,315.1
13219,664,2024-09-27,Asus ZenBook 14,Portátiles,1265.55,1,1265.55,tarjeta,24.42,868.44
13220,2772,2024-11-22,HP Spectre x360,Portátiles,1413.46,1,1413.46,bizum,13.24,1092.9
13221,702,2024-05-05,Ratón Logitech MX Master 3,Accesorios,232.82,2,465.64,transferencia,8.37,76.6
13222,1192,2024-05-18,Google Pixel 8,Móviles,836.87,2,1673.74,tarjeta,11.29,449.75
13223,1922,2023-05-10,Auriculares Sony WH-1000XM5,Accesorios,219.1,2,438.2,tarjeta,7.0,57.93
13224,609,2024-05-14,Samsung Galaxy S23,Móviles,1319.53,1,1319.53,transferencia,10.28,728.56
13225,2322,2024-06-02,Garmin Forerunner 255,Relojes inteligentes,608.72,3,1826.16,tarjeta,9.65,335.63
13226,2107,2024-10-11,Huawei Watch GT 4,Relojes inteligentes,322.84,3,968.52,paypal,11.18,156.76
13227,4360,2024-12-15,Apple Watch Series 9,Relojes inteligentes,199.75,1,199.75,paypal,8.23,109.66
13228,348,2023-03-21,iPhone 15,Móviles,301.5,1,301.5,paypal,9.3,169.67
13229,661,2024-05-25,Garmin Forerunner 255,Relojes inteligentes,305.04,1,305.04,tarjeta,9.07,158.25
13230,3825,2024-09-09,Garmin Forerunner 255,Relojes inteligentes,627.33,3,1881.99,transferencia,9.34,369.52
13231,2000,2024-10-09,Huawei Watch GT 4,Relojes inteligentes,550.09,1,550.09,transferencia,9.41,314.33
13232,2597,2024-08-07,iPhone 15,Móviles,1260.59,2,2521.18,tarjeta,7.79,635.13
13233,3151,2024-11-15,Lenovo ThinkPad X1 Carbon,Portátiles,1287.06,1,1287.06,bizum,11.8,819.4
13234,3506,2023-01-04,Auriculares Sony WH-1000XM5,Accesorios,75.36,1,75.36,bizum,6.73,19.91
13235,2550,2023-07-21,Teclado Keychron K6,Accesorios,227.04,1,227.04,transferencia,7.17,50.67
13236,2010,2024-01-02,OnePlus 11,Móviles,547.47,1,547.47,tarjeta,14.63,284.23
13237,229,2024-07-27,Apple Watch Series 9,Relojes inteligentes,311.25,1,311.25,transferencia,8.29,128.25
13238,2600,2024-02-07,Garmin Forerunner 255,Relojes inteligentes,670.14,1,670.14,tarjeta,11.24,270.94
13239,3871,2023-12-04,Samsung Galaxy S23,Móviles,1487.11,1,1487.11,paypal,9.09,871.89
13240,1702,2024-07-09,Ratón Logitech MX Master 3,Accesorios,130.32,2,260.64,paypal,9.63,50.9
13241,102,2023-11-10,Google Pixel 8,Móviles,992.27,1,992.27,paypal,5.55,576.53
13242,4883,2023-09-18,MacBook Air M2,Portátiles,1662.87,1,1662.87,transferencia,12.03,1196.19
13243,538,2023-01-10,iPhone 15,Móviles,1015.89,2,2031.78,transferencia,11.88,658.73
13244,4503,2023-08-11,Fitbit Versa 4,Relojes inteligentes,265.66,2,531.32,paypal,13.11,143.0
13245,1649,2024-07-12,Powerbank Anker 20000 mAh,Accesorios,292.42,4,1169.68,bizum,9.62,98.42
13246,1246,2024-03-17,Asus ZenBook 14,Portátiles,1346.14,1,1346.14,transferencia,18.27,851.08
13247,307,2023-11-03,Ratón Logitech MX Master 3,Accesorios,254.26,1,254.26,bizum,2.76,52.91
13248,1974,2024-11-26,OnePlus 11,Móviles,364.8,2,729.6,bizum,9.14,254.84
13249,2049,2023-05-17,Garmin Forerunner 255,Relojes inteligentes,507.88,1,507.88,paypal,5.88,292.38
13250,1175,2023-09-08,Ratón Logitech MX Master 3,Accesorios,235.88,3,707.64,bizum,4.15,83.24
13251,114,2024-11-06,Asus ZenBook 14,Portátiles,2326.3,2,4652.6,paypal,7.59,1503.29
13252,594,2024-12-04,Google Pixel 8,Móviles,813.44,1,813.44,paypal,10.89,416.29
13253,3178,2024-12-27,Xiaomi 13,Móviles,1413.36,1,1413.36,bizum,4.99,961.85
13254,3785,2023-07-13,iPhone 15,Móviles,966.43,1,966.43,bizum,8.19,630.56
13255,4941,2023-01-08,MacBook Air M2,Portátiles,1365.25,2,2730.5,bizum,18.66,1064.23
13256,387,2024-02-10,Apple Watch Series 9,Relojes inteligentes,617.17,2,1234.34,tarjeta,6.86,333.43
13257,4451,2024-12-03,Google Pixel 8,Móviles,1254.06,1,1254.06,transferencia,12.62,693.02
13258,3761,2024-11-17,Fitbit Versa 4,Relojes inteligentes,690.26,3,2070.78,bizum,3.93,336.16
13259,2954,2024-03-11,Fitbit Versa 4,Relojes inteligentes,327.37,1,327.37,tarjeta,11.7,134.83
13260,2867,2023-04-06,Xiaomi 13,Móviles,1227.82,1,1227.82,bizum,10.7,627.19
13261,353,2024-03-06,Apple Watch Series 9,Relojes inteligentes,529.02,1,529.02,tarjeta,7.89,234.96
13262,629,2024-02-22,HP Spectre x360,Portátiles,2205.63,1,2205.63,tarjeta,11.29,1347.54
13263,3537,2023-03-08,Teclado Keychron K6,Accesorios,160.72,4,642.88,tarjeta,6.32,42.8
13264,2888,2023-01-17,Garmin Forerunner 255,Relojes inteligentes,654.05,4,2616.2,transferencia,10.44,316.88
13265,907,2024-09-19,Samsung Galaxy S23,Móviles,448.35,1,448.35,tarjeta,6.54,270.42
13266,1859,2024-09-06,Garmin Forerunner 255,Relojes inteligentes,196.9,2,393.8,paypal,9.71,113.51
13267,727,2024-01-08,iPhone 15,Móviles,890.81,4,3563.24,transferencia,10.35,483.32
13268,653,2023-01-15,Cargador inalámbrico Belkin,Accesorios,152.22,4,608.88,transferencia,5.66,47.49
13269,3664,2023-03-09,Garmin Forerunner 255,Relojes inteligentes,332.13,2,664.26,tarjeta,11.47,173.08
13270,2958,2024-08-27,Xiaomi 13,Móviles,751.05,2,1502.1,paypal,12.52,434.97
13271,2110,2024-11-06,Cargador inalámbrico Belkin,Accesorios,111.37,2,222.74,transferencia,3.45,35.54
13272,2674,2023-03-19,Samsung Galaxy Watch 6,Relojes inteligentes,172.41,2,344.82,paypal,6.88,99.73
13273,3277,2024-11-03,Fitbit Versa 4,Relojes inteligentes,306.41,1,306.41,paypal,6.82,148.15
13274,3923,2023-12-08,Apple Watch Series 9,Relojes inteligentes,354.45,1,354.45,paypal,6.06,175.58
13275,154,2023-12-19,Teclado Keychron K6,Accesorios,66.85,3,200.55,transferencia,3.89,15.71
13276,74,2024-09-02,Fitbit Versa 4,Relojes inteligentes,541.33,1,541.33,bizum,8.72,225.79
13277,1558,2023-08-23,Powerbank Anker 20000 mAh,Accesorios,97.5,1,97.5,bizum,10.73,33.73
13278,3296,2024-09-24,Huawei Watch GT 4,Relojes inteligentes,324.21,2,648.42,paypal,11.17,176.94
13279,4078,2023-04-05,Asus ZenBook 14,Portátiles,1024.6,1,1024.6,tarjeta,16.55,651.87
13280,4069,2024-04-01,Teclado Keychron K6,Accesorios,24.47,1,24.47,transferencia,5.8,8.03
13281,2543,2024-12-25,OnePlus 11,Móviles,1164.11,2,2328.22,paypal,5.85,777.71
13282,4840,2024-12-24,Dell XPS 13,Portátiles,894.22,1,894.22,transferencia,18.7,685.72
13283,1927,2024-08-12,Powerbank Anker 20000 mAh,Accesorios,265.46,1,265.46,tarjeta,6.03,92.48
13284,3147,2024-02-25,Cargador inalámbrico Belkin,Accesorios,63.16,1,63.16,transferencia,9.74,17.24
13285,3218,2024-07-20,Samsung Galaxy S23,Móviles,844.77,1,844.77,paypal,15.14,460.37
13286,2155,2024-12-19,Auriculares Sony WH-1000XM5,Accesorios,165.38,1,165.38,paypal,6.97,36.78
13287,2496,2024-05-08,Huawei Watch GT 4,Relojes inteligentes,293.29,2,586.58,transferencia,11.63,141.89
13288,803,2023-05-10,Google Pixel 8,Móviles,1421.43,1,1421.43,paypal,8.83,788.16
13289,4594,2023-11-04,MacBook Air M2,Portátiles,1124.03,1,1124.03,tarjeta,11.92,792.74
13290,1995,2023-02-07,Auriculares Sony WH-1000XM5,Accesorios,31.2,1,31.2,paypal,3.02,8.68
13291,1221,2024-07-14,Huawei Watch GT 4,Relojes inteligentes,540.1,2,1080.2,bizum,11.15,309.13
13292,4266,2024-08-19,Auriculares Sony WH-1000XM5,Accesorios,98.61,1,98.61,paypal,11.03,20.46
13293,1564,2023-03-09,Lenovo ThinkPad X1 Carbon,Portátiles,1119.11,2,2238.22,tarjeta,24.46,701.51
13294,4829,2023-08-20,Fitbit Versa 4,Relojes inteligentes,699.7,4,2798.8,paypal,6.89,321.15
13295,3766,2024-09-02,Ratón Logitech MX Master 3,Accesorios,297.93,3,893.79,paypal,6.93,70.19
13296,3675,2024-01-16,Cargador inalámbrico Belkin,Accesorios,17.24,3,51.72,transferencia,5.91,4.08
13297,2679,2024-01-13,MacBook Air M2,Portátiles,2086.0,1,2086.0,bizum,21.29,1446.15
13298,3629,2024-11-26,Powerbank Anker 20000 mAh,Accesorios,37.42,4,149.68,transferencia,4.87,10.17
13299,705,2024-10-25,Auriculares Sony WH-1000XM5,Accesorios,222.73,2,445.46,tarjeta,7.76,66.61
13300,4212,2024-05-11,Lenovo ThinkPad X1 Carbon,Portátiles,830.59,1,830.59,tarjeta,9.1,640.43
13301,1072,2024-05-02,iPhone 15,Móviles,1134.0,1,1134.0,paypal,7.79,601.36
13302,1736,2024-11-23,HP Spectre x360,Portátiles,2051.6,1,2051.6,transferencia,15.74,1613.33
13303,552,2023-01-26,Fitbit Versa 4,Relojes inteligentes,694.78,2,1389.56,transferencia,10.31,377.09
13304,4016,2024-12-19,Asus ZenBook 14,Portátiles,1027.55,1,1027.55,transferencia,17.73,684.34
13305,3263,2024-10-03,Teclado Keychron K6,Accesorios,137.25,1,137.25,paypal,4.48,44.18
13306,3548,2024-11-26,Google Pixel 8,Móviles,1057.23,2,2114.46,paypal,6.35,727.15
13307,1108,2024-11-09,Lenovo ThinkPad X1 Carbon,Portátiles,1980.06,1,1980.06,transferencia,13.98,1480.27
13308,4042,2024-12-08,Cargador inalámbrico Belkin,Accesorios,292.27,2,584.54,transferencia,4.1,64.36
13309,3904,2023-01-18,iPhone 15,Móviles,852.9,2,1705.8,tarjeta,8.19,472.13
13310,3040,2024-01-09,Fitbit Versa 4,Relojes inteligentes,164.1,1,164.1,paypal,5.42,69.96
13311,1826,2024-08-11,Ratón Logitech MX Master 3,Accesorios,204.39,2,408.78,paypal,7.97,45.64
13312,4844,2024-03-23,Garmin Forerunner 255,Relojes inteligentes,476.61,1,476.61,tarjeta,10.39,252.73
13313,1638,2024-03-06,Auriculares Sony WH-1000XM5,Accesorios,118.08,4,472.32,paypal,9.4,34.04
13314,3463,2024-10-26,Cargador inalámbrico Belkin,Accesorios,279.91,4,1119.64,tarjeta,6.88,82.01
13315,2032,2024-02-27,Samsung Galaxy Watch 6,Relojes inteligentes,583.33,4,2333.32,tarjeta,11.08,320.25
13316,3885,2024-03-21,Xiaomi 13,Móviles,311.06,3,933.18,paypal,9.75,213.91
13317,3763,2024-04-01,Dell XPS 13,Portátiles,1276.22,2,2552.44,tarjeta,16.67,940.77
13318,4013,2024-09-16,Garmin Forerunner 255,Relojes inteligentes,309.75,1,309.75,bizum,7.61,181.34
13319,2923,2024-11-14,Fitbit Versa 4,Relojes inteligentes,159.57,4,638.28,tarjeta,4.53,86.93
13320,3042,2023-05-08,Cargador inalámbrico Belkin,Accesorios,200.65,1,200.65,bizum,6.06,69.84
13321,1831,2024-10-17,Apple Watch Series 9,Relojes inteligentes,468.22,1,468.22,tarjeta,10.02,211.71
13322,3184,2023-12-19,Asus ZenBook 14,Portátiles,1939.21,1,1939.21,transferencia,13.94,1214.19
13323,2069,2024-09-20,Xiaomi 13,Móviles,524.74,2,1049.48,tarjeta,9.52,272.23
13324,4572,2024-03-14,Samsung Galaxy Watch 6,Relojes inteligentes,272.55,2,545.1,transferencia,6.11,138.28
13325,4931,2023-11-21,Lenovo ThinkPad X1 Carbon,Portátiles,1144.15,1,1144.15,tarjeta,17.48,811.94
13326,597,2024-06-25,iPhone 15,Móviles,381.69,3,1145.07,tarjeta,8.14,236.66
13327,4457,2023-12-27,Xiaomi 13,Móviles,524.37,3,1573.11,paypal,9.49,266.73
13328,2977,2023-01-21,Lenovo ThinkPad X1 Carbon,Portátiles,874.44,2,1748.88,bizum,16.16,642.48
13329,1188,2024-04-12,Asus ZenBook 14,Portátiles,2292.07,1,2292.07,transferencia,19.67,1687.05
13330,3247,2023-11-23,Auriculares Sony WH-1000XM5,Accesorios,65.2,3,195.6,transferencia,7.44,18.7
13331,3006,2024-04-21,Auriculares Sony WH-1000XM5,Accesorios,190.68,4,762.72,bizum,6.02,40.06
13332,4016,2023-01-19,Garmin Forerunner 255,Relojes inteligentes,621.74,1,621.74,transferencia,11.84,265.58
13333,564,2024-07-13,MacBook Air M2,Portátiles,1400.11,2,2800.22,transferencia,23.88,857.04
13334,4527,2024-08-22,Samsung Galaxy S23,Móviles,447.17,3,1341.51,paypal,13.46,252.31
13335,4303,2023-07-24,Asus ZenBook 14,Portátiles,934.22,1,934.22,paypal,28.84,681.0
13336,3469,2024-09-24,Cargador inalámbrico Belkin,Accesorios,59.57,1,59.57,transferencia,8.59,17.75
13337,4043,2023-03-19,Ratón Logitech MX Master 3,Accesorios,139.81,2,279.62,paypal,4.4,33.74
13338,1859,2024-08-23,Cargador inalámbrico Belkin,Accesorios,261.12,2,522.24,paypal,4.57,62.38
13339,3573,2024-01-20,Auriculares Sony WH-1000XM5,Accesorios,108.08,4,432.32,bizum,6.28,27.92
13340,4783,2023-03-11,Huawei Watch GT 4,Relojes inteligentes,436.53,1,436.53,transferencia,11.77,209.7
13341,3313,2024-02-27,Asus ZenBook 14,Portátiles,1988.83,3,5966.49,paypal,15.84,1197.76
13342,4570,2024-04-23,Huawei Watch GT 4,Relojes inteligentes,600.56,3,1801.68,bizum,11.4,245.98
13343,3495,2024-04-14,Huawei Watch GT 4,Relojes inteligentes,507.26,1,507.26,transferencia,10.14,245.04
13344,2873,2023-10-21,Samsung Galaxy Watch 6,Relojes inteligentes,157.18,1,157.18,transferencia,5.29,76.14
13345,1555,2024-11-25,Cargador inalámbrico Belkin,Accesorios,58.4,2,116.8,tarjeta,6.85,18.29
13346,1166,2024-11-13,Powerbank Anker 20000 mAh,Accesorios,224.09,2,448.18,transferencia,8.13,62.35
13347,3916,2023-08-09,Ratón Logitech MX Master 3,Accesorios,17.17,3,51.51,tarjeta,9.74,4.21
13348,3794,2024-02-18,Xiaomi 13,Móviles,794.24,2,1588.48,transferencia,12.97,446.83
13349,1019,2023-07-25,Garmin Forerunner 255,Relojes inteligentes,442.41,1,442.41,tarjeta,14.77,264.75
13350,332,2023-11-26,MacBook Air M2,Portátiles,1761.44,1,1761.44,tarjeta,9.47,1291.76
13351,3751,2024-04-04,Asus ZenBook 14,Portátiles,2246.43,1,2246.43,bizum,14.78,1500.3
13352,1527,2024-10-10,Garmin Forerunner 255,Relojes inteligentes,512.15,1,512.15,tarjeta,6.62,274.0
13353,1320,2023-11-03,Dell XPS 13,Portátiles,1825.04,3,5475.12,paypal,17.12,1345.91
13354,1318,2024-12-15,Powerbank Anker 20000 mAh,Accesorios,212.97,1,212.97,paypal,5.75,80.1
13355,3628,2024-09-25,Cargador inalámbrico Belkin,Accesorios,222.92,1,222.92,tarjeta,8.25,78.56
13356,4765,2023-06-14,Xiaomi 13,Móviles,1158.29,1,1158.29,paypal,12.54,609.18
13357,1219,2024-09-10,Google Pixel 8,Móviles,745.67,3,2237.01,paypal,11.65,394.6
13358,1466,2023-10-17,Google Pixel 8,Móviles,1052.25,2,2104.5,transferencia,11.04,652.72
13359,2398,2024-01-22,Fitbit Versa 4,Relojes inteligentes,211.5,1,211.5,tarjeta,8.07,111.69
13360,3789,2024-12-10,Xiaomi 13,Móviles,1148.49,1,1148.49,tarjeta,10.26,698.75
13361,3251,2024-11-14,HP Spectre x360,Portátiles,2259.06,3,6777.18,paypal,14.69,1606.58
13362,1375,2024-12-09,Lenovo ThinkPad X1 Carbon,Portátiles,1019.12,2,2038.24,tarjeta,14.34,651.77
13363,963,2024-04-27,Cargador inalámbrico Belkin,Accesorios,69.27,4,277.08,tarjeta,6.14,27.46
13364,4223,2024-03-07,Samsung Galaxy S23,Móviles,319.66,1,319.66,paypal,14.19,190.33
13365,4352,2024-06-21,Google Pixel 8,Móviles,1425.48,1,1425.48,transferencia,9.09,922.54
13366,3463,2024-11-13,Google Pixel 8,Móviles,1019.27,3,3057.81,bizum,6.63,661.77
13367,3986,2024-02-25,Auriculares Sony WH-1000XM5,Accesorios,115.85,2,231.7,tarjeta,9.81,45.65
13368,1453,2024-12-18,Samsung Galaxy Watch 6,Relojes inteligentes,731.47,4,2925.88,tarjeta,7.49,374.94
13369,3440,2024-04-12,Dell XPS 13,Portátiles,1660.44,1,1660.44,tarjeta,8.78,1085.15
13370,426,2023-09-20,Google Pixel 8,Móviles,917.95,2,1835.9,paypal,14.18,474.55
13371,4427,2024-05-10,HP Spectre x360,Portátiles,1255.42,2,2510.84,paypal,12.94,757.12
13372,3434,2024-09-18,Garmin Forerunner 255,Relojes inteligentes,393.74,1,393.74,tarjeta,10.92,167.23
13373,251,2024-10-06,OnePlus 11,Móviles,682.54,1,682.54,paypal,11.17,433.69
13374,1875,2024-11-19,Samsung Galaxy Watch 6,Relojes inteligentes,323.69,2,647.38,paypal,7.77,160.89
13375,3036,2024-10-10,Asus ZenBook 14,Portátiles,1579.09,4,6316.36,bizum,17.31,1003.8
13376,4104,2023-10-11,Samsung Galaxy Watch 6,Relojes inteligentes,190.05,4,760.2,bizum,5.62,96.94
13377,2022,2023-11-11,Huawei Watch GT 4,Relojes inteligentes,607.01,2,1214.02,paypal,5.83,336.88
13378,707,2024-03-10,Google Pixel 8,Móviles,594.72,1,594.72,transferencia,11.08,402.98
13379,2156,2023-05-27,Ratón Logitech MX Master 3,Accesorios,235.8,2,471.6,transferencia,6.37,76.93
13380,1594,2023-11-21,OnePlus 11,Móviles,1476.45,4,5905.8,tarjeta,7.47,826.3
13381,1538,2023-05-25,Ratón Logitech MX Master 3,Accesorios,131.24,2,262.48,transferencia,9.36,46.52
13382,1914,2023-09-05,Samsung Galaxy S23,Móviles,1163.38,3,3490.14,tarjeta,10.94,782.27
13383,4167,2024-06-20,OnePlus 11,Móviles,779.08,2,1558.16,tarjeta,9.06,439.66
13384,3190,2024-03-19,Samsung Galaxy S23,Móviles,552.83,2,1105.66,transferencia,7.39,280.12
13385,206,2023-09-16,Apple Watch Series 9,Relojes inteligentes,684.03,2,1368.06,paypal,10.56,288.01
13386,4812,2023-02-11,Auriculares Sony WH-1000XM5,Accesorios,288.07,1,288.07,transferencia,5.15,82.8
13387,377,2024-09-12,Samsung Galaxy S23,Móviles,733.64,1,733.64,transferencia,13.85,389.44
13388,817,2023-09-24,Samsung Galaxy S23,Móviles,952.74,4,3810.96,paypal,11.0,563.3
13389,2190,2024-07-27,Asus ZenBook 14,Portátiles,900.22,2,1800.44,bizum,21.72,600.84
13390,1273,2024-01-25,Powerbank Anker 20000 mAh,Accesorios,98.43,1,98.43,transferencia,6.5,25.96
13391,510,2024-11-08,MacBook Air M2,Portátiles,1212.99,3,3638.97,paypal,21.55,907.43
13392,3650,2023-07-15,Powerbank Anker 20000 mAh,Accesorios,246.12,4,984.48,transferencia,3.68,77.76
13393,1045,2023-05-22,Auriculares Sony WH-1000XM5,Accesorios,112.39,1,112.39,transferencia,5.53,32.62
13394,2571,2024-12-03,Dell XPS 13,Portátiles,1240.68,1,1240.68,paypal,18.13,853.62
13395,2124,2023-01-08,Google Pixel 8,Móviles,830.94,4,3323.76,tarjeta,14.73,555.4
13396,4946,2024-03-06,Dell XPS 13,Portátiles,1657.74,2,3315.48,tarjeta,11.87,1076.0
13397,2049,2024-10-04,Cargador inalámbrico Belkin,Accesorios,225.5,2,451.0,bizum,4.5,64.28
13398,3969,2023-09-12,OnePlus 11,Móviles,415.73,1,415.73,tarjeta,12.38,222.76
13399,339,2023-01-22,MacBook Air M2,Portátiles,1881.78,3,5645.34,paypal,15.81,1439.78
13400,1225,2023-10-05,Powerbank Anker 20000 mAh,Accesorios,170.0,2,340.0,paypal,9.24,39.88
13401,3094,2024-01-21,Google Pixel 8,Móviles,451.95,3,1355.85,bizum,8.02,258.1
13402,4182,2024-06-05,Lenovo ThinkPad X1 Carbon,Portátiles,1803.78,2,3607.56,paypal,24.05,1311.41
13403,1013,2024-03-03,Asus ZenBook 14,Portátiles,1738.72,1,1738.72,bizum,20.97,1328.08
13404,3865,2024-10-27,Google Pixel 8,Móviles,1386.82,2,2773.64,bizum,10.17,933.48
13405,4994,2023-09-03,Dell XPS 13,Portátiles,2416.95,4,9667.8,tarjeta,23.13,1660.75
13406,4429,2023-06-03,Fitbit Versa 4,Relojes inteligentes,179.87,1,179.87,tarjeta,8.45,75.71
13407,3405,2024-08-11,Xiaomi 13,Móviles,1255.97,1,1255.97,transferencia,12.79,748.8
13408,261,2023-06-10,HP Spectre x360,Portátiles,2040.12,4,8160.48,tarjeta,9.75,1338.87
13409,422,2023-03-04,Cargador inalámbrico Belkin,Accesorios,149.05,2,298.1,tarjeta,6.87,58.77
13410,466,2024-08-09,HP Spectre x360,Portátiles,978.12,2,1956.24,bizum,17.58,683.25
13411,3006,2024-12-26,Google Pixel 8,Móviles,1399.5,1,1399.5,transferencia,10.42,938.08
13412,1244,2024-04-17,Xiaomi 13,Móviles,1194.38,2,2388.76,tarjeta,7.14,634.83
13413,22,2024-10-22,Fitbit Versa 4,Relojes inteligentes,260.82,1,260.82,paypal,11.3,129.53
13414,4967,2023-03-25,Ratón Logitech MX Master 3,Accesorios,191.24,2,382.48,transferencia,4.23,38.78
13415,869,2023-09-18,Apple Watch Series 9,Relojes inteligentes,472.65,3,1417.95,transferencia,9.39,277.9
13416,2324,2024-02-16,Ratón Logitech MX Master 3,Accesorios,184.49,4,737.96,tarjeta,5.35,44.72
13417,1911,2024-06-19,Asus ZenBook 14,Portátiles,2289.91,4,9159.64,paypal,17.08,1398.5
13418,2341,2024-08-04,Huawei Watch GT 4,Relojes inteligentes,502.54,1,502.54,paypal,7.76,298.41
13419,1666,2024-05-04,Huawei Watch GT 4,Relojes inteligentes,316.59,1,316.59,bizum,5.96,170.32
13420,3248,2024-06-21,Ratón Logitech MX Master 3,Accesorios,250.29,3,750.87,tarjeta,3.25,73.77
13421,2529,2023-01-06,Fitbit Versa 4,Relojes inteligentes,644.88,3,1934.64,tarjeta,8.67,381.89
13422,436,2023-10-01,Xiaomi 13,Móviles,1371.71,1,1371.71,paypal,14.55,925.48
13423,2894,2023-10-18,Garmin Forerunner 255,Relojes inteligentes,685.88,1,685.88,transferencia,8.17,393.32
13424,1936,2023-09-19,OnePlus 11,Móviles,635.84,1,635.84,tarjeta,7.64,368.21
13425,2002,2023-04-11,iPhone 15,Móviles,875.43,1,875.43,paypal,13.21,524.38
13426,4493,2024-10-19,Lenovo ThinkPad X1 Carbon,Portátiles,1921.92,1,1921.92,tarjeta,9.9,1251.63
13427,2022,2024-12-23,Apple Watch Series 9,Relojes inteligentes,235.14,2,470.28,bizum,7.86,102.13
13428,537,2023-05-05,Lenovo ThinkPad X1 Carbon,Portátiles,1573.52,1,1573.52,tarjeta,19.18,1168.19
13429,1090,2024-01-16,Auriculares Sony WH-1000XM5,Accesorios,296.95,1,296.95,tarjeta,3.88,106.06
13430,1560,2024-04-14,Samsung Galaxy Watch 6,Relojes inteligentes,591.49,2,1182.98,transferencia,8.86,275.41
13431,2513,2024-07-20,Samsung Galaxy Watch 6,Relojes inteligentes,453.5,1,453.5,transferencia,8.39,245.92
13432,3575,2023-07-27,Fitbit Versa 4,Relojes inteligentes,551.1,1,551.1,bizum,7.34,317.0
13433,4885,2024-11-19,MacBook Air M2,Portátiles,908.6,1,908.6,paypal,8.71,573.06
13434,1619,2023-11-08,Teclado Keychron K6,Accesorios,51.59,2,103.18,tarjeta,3.72,19.29
13435,334,2023-09-25,Samsung Galaxy Watch 6,Relojes inteligentes,185.59,1,185.59,paypal,11.66,98.58
13436,184,2023-02-21,Garmin Forerunner 255,Relojes inteligentes,504.17,2,1008.34,paypal,8.86,301.45
13437,2090,2023-11-20,Garmin Forerunner 255,Relojes inteligentes,633.57,1,633.57,paypal,6.51,319.44
13438,996,2024-05-22,Powerbank Anker 20000 mAh,Accesorios,65.63,1,65.63,tarjeta,5.01,14.77
13439,614,2024-03-24,Powerbank Anker 20000 mAh,Accesorios,209.49,1,209.49,transferencia,7.67,51.68
13440,4905,2024-07-08,Garmin Forerunner 255,Relojes inteligentes,679.17,1,679.17,tarjeta,11.28,290.18
13441,3416,2024-09-06,Cargador inalámbrico Belkin,Accesorios,196.41,1,196.41,bizum,6.82,68.19
13442,3865,2023-09-02,iPhone 15,Móviles,920.09,1,920.09,transferencia,7.86,637.92
13443,1405,2023-04-27,Samsung Galaxy S23,Móviles,1079.14,2,2158.28,bizum,6.79,673.61
13444,2503,2023-11-25,Huawei Watch GT 4,Relojes inteligentes,295.72,2,591.44,bizum,9.94,172.94
13445,4526,2024-08-17,Samsung Galaxy Watch 6,Relojes inteligentes,202.3,2,404.6,transferencia,11.47,87.14
13446,1770,2023-10-03,Ratón Logitech MX Master 3,Accesorios,32.22,4,128.88,paypal,7.52,6.73
13447,863,2023-02-15,Asus ZenBook 14,Portátiles,1640.02,4,6560.08,paypal,11.74,1050.88
13448,189,2024-06-15,MacBook Air M2,Portátiles,2355.62,4,9422.48,paypal,16.16,1847.8
13449,4583,2023-03-06,Dell XPS 13,Portátiles,1594.97,3,4784.91,bizum,11.67,1173.83
13450,1724,2024-01-25,Lenovo ThinkPad X1 Carbon,Portátiles,2215.71,1,2215.71,paypal,23.27,1372.21
13451,354,2023-07-26,MacBook Air M2,Portátiles,1465.76,3,4397.28,paypal,19.59,1032.14
13452,4702,2024-08-19,Huawei Watch GT 4,Relojes inteligentes,404.92,4,1619.68,tarjeta,13.31,226.76
13453,1840,2024-03-08,Huawei Watch GT 4,Relojes inteligentes,541.21,4,2164.84,paypal,9.9,306.92
13454,1730,2024-01-19,Xiaomi 13,Móviles,895.52,2,1791.04,transferencia,12.73,449.14
13455,2233,2024-07-20,Asus ZenBook 14,Portátiles,1400.01,2,2800.02,transferencia,27.16,1073.22
13456,1867,2023-06-06,Auriculares Sony WH-1000XM5,Accesorios,99.97,1,99.97,transferencia,9.73,36.18
13457,3241,2023-12-10,Apple Watch Series 9,Relojes inteligentes,601.51,1,601.51,paypal,8.24,294.73
13458,3229,2023-01-08,iPhone 15,Móviles,970.27,3,2910.81,transferencia,10.11,610.75
13459,3376,2023-08-16,HP Spectre x360,Portátiles,1313.24,3,3939.72,paypal,13.93,1035.01
13460,3142,2024-03-21,Fitbit Versa 4,Relojes inteligentes,642.73,1,642.73,transferencia,6.81,377.01
13461,1767,2024-01-09,Samsung Galaxy S23,Móviles,1290.01,1,1290.01,paypal,9.95,880.82
13462,948,2023-01-17,Teclado Keychron K6,Accesorios,279.72,1,279.72,bizum,9.22,80.25
13463,2963,2024-05-06,Lenovo ThinkPad X1 Carbon,Portátiles,1252.16,2,2504.32,transferencia,13.05,836.94
13464,2007,2023-11-11,Teclado Keychron K6,Accesorios,134.71,4,538.84,bizum,7.41,32.23
13465,4612,2024-12-22,Apple Watch Series 9,Relojes inteligentes,508.65,4,2034.6,tarjeta,7.48,210.46
13466,2453,2024-10-06,MacBook Air M2,Portátiles,850.99,1,850.99,bizum,20.23,649.46
13467,1448,2024-02-06,Auriculares Sony WH-1000XM5,Accesorios,82.85,2,165.7,bizum,4.04,23.48
13468,3582,2023-12-05,Apple Watch Series 9,Relojes inteligentes,235.76,1,235.76,bizum,8.22,109.3
